"delegate_id","voting_power.vp","voting_power.th_vp","voting_power.ch_vp_r6","voting_power.gc_vp_s6","voting_power.gc_vp_mm_s6","voting_power.ch_member_r6","voting_power.gc_member_s6","voting_power.coc_member_s6","voting_power.coc_vp_s6","voting_power.dab_member_s6","voting_power.dab_vp_s6","voting_power.sc_vp_s6"
"0xf8e30c251aa7974aa0a2d9e452d863681f8b59ac",269094.98330993624,0.2591038242619494,,,,,,,,,,
"0x7ae109a63ff4dc852e063a673b40bed85d22e585",261796.34537662263,0.2520761755961741,,,,,,,,,,
"0xc841d6ddf66467af551b35218c0c2e22f9c14b48",235929.8588480422,0.227170079253025,,,,,,,,,,
"0x585639fbf797c1258eba8875c080eb63c833d252",233866.91040783157,0.22518372549964358,0.9803921568627451,,,,,,,,,
"0x8f5415415d9200ccd8523f3ee88f96f476141cc3",232866.65564035907,0.22422060893648615,,,,,,,,,,
"0x9cbe5b896d0c24acf41860b9e3df6750c2040a40",210552.7147228479,0.20273515664389094,,,,,,,,,,
"0xcc878369b26127bd4bc1b0b465bc8be9b92a4c62",208881.5042012686,0.20112599607180676,,,,,,,,,,
"0x13debc7a8ef08a97531d0f9a7eabf2b0271c5054",205010.96392828185,0.19739916410208672,,,,,,,,,,
"0xe1f8afc92644bfe77080d7dcb0f936f578e00f53",204423.0544717754,0.19683308298594368,,,,,,,,,,
"0x5a973117dd273676bf4d14313b80562dc8973ba9",200003.63159941722,0.1925777477389842,,,,,,,,,,
"0x9dfa9dfd15d2b2fa9717b4fc545c2bb35a29215c",195233.74607799054,0.18798496208132712,,,,,,,,,,
"0xb7abf554aefd4686639afcf2a653adfda3d9b038",171598.89344621677,0.16522764186883224,,,,,,,,,,
"0x7899d9b1181cbb427b0b1be0684c096c260f7474",169698.2218890729,0.16339753986148758,0.9803921568627451,,,,,,,,,
"0xfc10a71b1e7974401d840fd15cebf08ed7e115cc",161712.1135419133,0.15570794569563856,,7.6923076923076925,,,,,,,,
"0x2d7d6ec6198adfd5850d00bd601958f6e316b05e",156137.95346683162,0.1503407471892344,,7.6923076923076925,,,,,,,,
"0x62a43123fe71f9764f26554b3f5017627996816a",154150.50546026303,0.148427090633138,,,,,,,,,,
"0x13838884271ec954cb036d0b29d404afab5eae2a",152447.0922343885,0.14678692300275847,,,,,,,,,,
"0x8326d18edfc50b4335113c33b25116ec268ff3fe",152239.93518958223,0.1465874574390683,,,,,,,,,,
"0x512fce9b07ce64590849115ee6b32fd40ec0f5f3",150733.61569553465,0.14513706569758228,,,,,,,,,,
"0xb074ec6c37659525eef2fb44478077901f878012",150453.2109945171,0.1448670720712389,,,,,,,,,,
"0xd1c5980984bdbb0061b842fa81b3d38859850c39",146388.04565773412,0.14095284122210994,,,,,,,,,,
"0xb6b9e9e56ab5a4af927faa802ac93786352f3af9",145966.61317711175,0.14054705600064527,,,,,,,,,,
"0x0331969e189d63fbc31d771bb04ab44227d748d8",141523.37389570984,0.1362687886180231,0.9803921568627451,,,,,,,,,
"0xd23199f1222c418ffc74c385171330b21b16e452",140160.91241940373,0.13495691362660459,,7.6923076923076925,,,,,,,,
"0x5f4bcccb5c2cbb01c619f5cfed555466e31679b6",139698.50289731886,0.13451167278980558,,,,,,,,,,
"0x9b7df3a2df61e72df5c4d565a0e017d7c5c6e532",139291.06697577305,0.13411936445274297,,,,,,,,,,
"0x9934465ee73beaf148b1b3ff232c8cd86c4c2c63",139061.03412023472,0.1338978724284668,0.9803921568627451,,,,,,,,,
"0x03dde7b6c372bc6c748ae1af65497b74a70492fa",134138.79537050618,0.12915839022668946,,,,,,,,,,
"0xc94ae9860b37170c08e51f453f8124a86cd7c0cd",132096.72076426752,0.12719213528801881,,,,,,,,,,
"0x22e2f326fe5a1d07e1214eb1c08346fd816e8375",131541.98137153126,0.12665799267280267,,,,,,,,,,
"0x9d31e30003f253563ff108bc60b16fdf2c93abb5",129554.15314995537,0.12474397001860506,,,,,,,,,,
"0x1de2a056508e0d0dd88a88f1f5cdf9cfa510795c",122483.46288320635,0.11793580560858215,0.9803921568627451,,,,,,,,,
"0x4ac799e9b0e252bc45d499857c84809a5a444ae0",117829.42851146027,0.11345456969279746,,,,,,,,,,
"0x062a07cbf4848fda67292a96a5e02c97e402233f",110750.58439247009,0.106638554172835,,,,,,,,,,
"0x17296956b4e07ff8931e4ff4ea06709fab70b879",106506.70335184924,0.1025522431096847,,,33.333333333333336,,,,,,,
"0x01e6b50557ef1a2ca58a621998ace3f278e808b8",104296.88843217038,0.10042447584491768,,,,,,,,,,
"0xe48c655276c23f1534ae2a87a2bf8a8a6585df70",101541.49045172727,0.09777138233379053,,,,,,,,,,
"0x697008c9cca249eb5abe9583f041a18a850453a4",101233.41959393026,0.0974747497603511,,,,,,,,,,
"0xeef440ea127a0aabf70601c6c68c425c29d02018",101191.19324693877,0.09743409122463434,,,,,,,,,,
"0x0f97258b5b506b210ba05f4c1f3c3cf84cc44496",100288.89881956209,0.0965652978570736,,,,,,,,,,
"0x6661db9a250e02444f6f9de670c6d923bcd84cc4",97411.31656544573,0.09379455662102788,,,,,,,,,,
"0xf9551c66995ed3ff9bb05c9fd7ff148bd75dc99a",95087.1318528792,0.09155666597026262,,,,,,,,,,
"0xc2490d220419acdced68428ac413c8483d08d1ab",94808.13564946568,0.09128802854577467,,,,,,,,,,
"0x010dc5440ad49f9ec0dd325b622d9fd225944ee4",87132.95657448522,0.08389781923840814,,,,,,,,,,
"0x8c580556fdb1f57853e49f409ae9b89f7658e7a2",84763.1630870402,0.081616013209342,,,,,,,,,,
"0xe8d848debb3a3e12aa815b15900c8e020b863f31",79163.07879524869,0.07622385301986263,,,,,,,,,,
"0xf51c53b2c184aa43a7d24aa4f0cf13d0e8b56c51",66305.88999999997,0.0638440355103334,,,,,,,,,,
"0x3317ad9eda6942b5a7be5ba83346c0ea82c3c26c",64959.36352364071,0.06254750387231021,,,,,,,,,,
"0xdf629daa1e3a099d4c87d7ba855e9561d2300032",63678.545841846746,0.06131424134376687,,,,,,,,,,
"0x054becf10c79afa4e60f75b187837be9fb83867d",63144.9641883336,0.06080047090746693,,,,,,,,,,
"0xa6dd761301e576973291b4089a4e502ff67ffaf4",63061.733279744054,0.06072033025806839,,,,,,,,,,
"0x56edf679b0c80d528e17c5ffe514dc9a1b254b9c",60008.95478995023,0.05778089760272542,,,,,,,,,,
"0xedfefd63061b46b5b1044fad5421a9a72698edd6",60000,0.05777227529288884,,,,,,,,,,
"0x81947aadf64cd22ce96999e4c76efb0765839bef",59096.5600659774,0.056902378949906456,,,,,,,,,,
"0xf0ea58b65c82c48ce69f0abd68d178e7764c4ba2",58643.492545889014,0.05646613325829291,,,,,,,,,,
"0x9d7894ed2ddb65e0ca36fe872cbb57b8e9aaddac",58468.004808941274,0.056297161160801724,,,,,,,,,,
"0x5c04e7808455ee0e22c2773328c151d0dd79dc62",57517.57035827042,0.0553820151486017,,,,,,,,,,
"0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6",54913.09398847806,0.05287423971811056,,,,,,,,,,
"0xf68d2bfcecd7895bba05a7451dd09a1749026454",53252.61874907591,0.051275415840647785,0.9803921568627451,,,,,,,,,
"0x2fd8bd701461684957a9d6a9d15f9d5cbf17a58d",51515.38711757196,0.04960268543960178,,,,,,,,,,
"0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d",51114.64593806228,0.049216823277204606,,,,,,,,,,
"0x1d1a13b16667c284b87de62caeeff0ce89e342b2",50686.4402061569,0.04880451628677743,,,,,,,,,,
"0xa3ebc4a674ac613f797b45b4bdc1c1ddab13836a",50502.428797831824,0.048627336991130955,,,,,,,,,,
"0xfdbd90d71edcbbab380efffcc2f4a53118bd04ee",50056.65237414575,0.048198111686659766,,,,,,,,,,
"0x47959dbe5755df97cb5fec9957bc4a2fafdd0847",50050.69491158506,0.04819237541720805,,,,,,,,,,
"0x00de4b13153673bcae2616b67bf822500d325fc3",50005.51537505053,0.048148873340170074,,,,,,,,,,
"0xf8ada0a25a436644266f142a00446223e7d72d07",50004.44221492076,0.048147840025129236,,,,,,,,,,
"0x65671615f3b0b0a08fcbea7248c5f886f10003c9",50003.66854320109,0.04814709507886966,,,,,,,,,,
"0x3774d86ffd02629f8caaef60200474008ce6343f",50001.91366633741,0.04814540535838176,,,,,,,,,,
"0x1d3bf13f8f7a83390d03db5e23a950778e1d1309",50000.99260961263,0.04814451849933735,0.9803921568627451,,,,,,,,,
"0xb476ee7d610dae7b23b671ebc7bd6112e9772969",50000.88901949938,0.04814441875539502,,,,,,,,,,
"0x05890dac80bf4b6931c7f57f6c748abe59a87a24",50000.4665323551,0.048144011954668234,,,,,,,,,,
"0xb41e34e0b3272e88ef9852f4557e98961fdedf19",50000.14457674459,0.04814370195286553,,,,,,,,,,
"0x1208a26faa0f4ac65b42098419eb4daa5e580ac6",49623.36165444159,0.047780908507649725,,,,,,,,,,
"0x0263e43c0de253a0fe354b60d35d2855c514a887",48789.29764698377,0.046977812250137335,,,,,,,,,,
"0x73ec846a8f5db59d5c22ac2febb6879d8810b07d",46228.07426380032,0.0445116838771397,,,,,,,,,,
"0xfc61965861b679c5aa728d41fa6ea0b29544f554",45966.82876627782,0.04426013809710807,,,,,,,,,,
"0xc420c9d507d0e038bd76383aaadcad576ed0073c",45145.328395379176,0.04346913900409529,,,,,,,,,,
"0xf7253a0e87e39d2cd6365919d4a3d56d431d0041",43823.01044414803,0.04219591705904105,,,,,,,,,,
"0x1372eda77df5a048db8af4db3d8680ff56388824",43211.73831258088,0.041607340694644904,,,,,,,,,,
"0xe48ac0deeb484f7df6d1ca554dc9bf517a0a597c",42985.5190630962,0.04138952068201525,,,,,,,,,,
"0x0f9457824adb0649f57b91f21fcaf598b7ed9230",42815.39103326322,0.041225709292439454,,,,,,,,,,
"0x713a95b5923faee8dc32593ff9c0a30a3818d978",42007.47783450261,0.04044779289691352,,,,,,,,,,
"0x25cc275cfe3cce1700e816e00d4cd1f60872038a",41512.72790459149,0.039971412411047465,,,,,,,,,,
"0xe7589a9435e27bf1443ebb279083f044c054e9fe",40368.968088280446,0.03887011896143304,,,,,,,,,,
"0x000ee9a6bcec9aadcc883bd52b2c9a75fb098991",40015.364913318524,0.03852964462862738,,,,,,,,,,
"0xe943ca883ef3294e0fc55a1a14591abead1b5927",40000,0.03851485019525923,,,,,,,,,,
"0x93177ac28ce5fd1878bd940081ba8d0d7ba3682c",40000,0.03851485019525923,,,,,,,,,,
"0x0b99c69c2d7a71fb372acf2756e315a18e5150b1",39648.22081156134,0.038176132126646105,,,,,,,,,,
"0x7110d94153ccbf0a6f9d11527648549516b4c809",38618.21681364037,0.037184370884635,,,,,,,,,,
"0x1b7a0da1d9c63d9b8209fa5ce98ac0d148960800",38503.29370276548,0.03707371472465201,,,,,,,,,,
"0x70d95a4e6f514149af97de9a107d12bf1cf57169",38028.4730971328,0.03661652361226289,,,,,,,,,,
"0x049569adb8a1e8a9349e9f1111c7b7993a4612eb",37898.48004818749,0.03649135704209905,,,,,,,,,,
"0x6fc69da059944b4895d65f385b9a26b1285cab88",37370.370467474335,0.035982855507402836,,,,,,,,,,
"0x65a3870f48b5237f27f674ec42ea1e017e111d63",37136.622372106205,0.03575778618548957,,,,,,,,,,
"0xe6156d93fba1f2387fce5f50f1bb45ef51ed5f2b",36526.722060095846,0.03517053070671155,,,,,,,,,,
"0x66d9640783719c13d6a106924000bc6153661a97",36153.345191997636,0.03481101685318211,,,,,,,,,,
"0x512b55b00d744fc2edb8474f223a7498c3e5a7ce",35881.427594655994,0.03454919521500541,,,,,,,,,,
"0x66d071a20d7942767739bbca130e08e4848d12bc",35700.61036562003,0.034375091502779356,,,,,,,,,,
"0x523d007855b3543797e0d3d462cb44b601274819",32592.52625173115,0.03138240665176197,,,,,,,,,,
"0x87193692098aca17688742a9bffd577a6b52f492",30963.788401574326,0.02981414179410851,,,,,,,,,,
"0x0b846d075512953b1764b9f78af1e268923de6da",30451.432975137006,0.02932080948170947,,,,,,,,,,
"0xfdbab5e7404bc92a33245651b1d1828d3beb7c21",30154.909102157428,0.029035295168031307,,,,,,,,,,
"0x20de675ba8f5a181008ca469a46f88ba47da0c8c",30111.903770987876,0.028993886570841485,,,,,,,,,,
"0xf0dbde527c63b63178576578777f0b7e24755abb",30054.13520059633,0.028938262874975872,,,,,,,,,,
"0xaa3600788b72863ff51c8f0db5f10bb65fbfeab4",30027.652855950993,0.028912763786555013,,,,,,,,,,
"0x24597c5c68687e816ffc0c69e064cb70bb62a9cd",30000.592586623334,0.028886708231070056,,,,,,,,,,
"0x1eb33fc537c04b18e42d1cdd04593770f9d5ad01",30000,0.02888613764644442,,,,,,,,,,
"0xc4884736a39c8b0d1d88a23bb2cc15ee0886fec3",28748.817062236827,0.027681409561074097,,,,,,,,,,
"0x3b569178ceae9e3345feda5fc2b21cda0dc4936d",27957.814021756407,0.026919775470871647,,,,,,,,,,
"0xde6b2a06407575b98724818445178c1f5fd53361",27812.752080382787,0.026780099497345687,,,,,,,,,,
"0x035ebd096afa6b98372494c7f08f3402324117d3",27632.292702887586,0.026606340350081754,,,,,,,,,,
"0xc3e8ac233f02d13c1e299e47ae230c205e0177ed",26394.306834305436,0.025414319343274518,,,,,,,,,,
"0xafd5f60aa8eb4f488eaa0ef98c1c5b0645d9a0a0",26057.333775321327,0.025089857671109234,,,,,,,,,,
"0xc20687cd6fff6bcfe8032fda567c35f55543c2ac",25619.40861032611,0.02466819211794611,,,,,,,,,,
"0xd3efbc65713c307d3057b7e0979a996f6a9799ac",25099.598236838323,0.024167681651325518,,,,,,,,,,
"0xbfdc0906313dec9dd0f38d5867060627e3ba5c9e",24999.999999999996,0.024071781372037013,,,,,,,,,,
"0xf417ace7b13c0ef4fcb5548390a450a4b75d3eb3",24786.730201832732,0.02386643001384738,,,,,,,,,,
"0x049e37b4276b58db622ab5db2ff2affcb40dc11c",24414.16160013398,0.023507694416800264,,,,,,,,,,
"0xb59f36775fcc2426240987054133147c9f60d600",24239.06806658388,0.023339101886429247,,,,,,,,,,
"0xdfc65e0292573311df30ea4de81f941bcd726ab6",24078.85861974764,0.02318484081531017,,,,,,,,,,
"0xebe8184a565382a99713cbf58ba756ad6af5421f",23826.90628324321,0.022942243152889827,,,,,,,,,,
"0xe626e8ca82603e3b44751f8562b5ed126d345140",23469.03361720023,0.022597657849849243,,,,,,,,,,
"0x6277c810555e583f6591df5396846bcefc41b84d",22468.255816710924,0.021634037673234574,,,,,,,,,,
"0x6cfbf06e8b6612b39333ea7c230208d1d178278d",22076.68622478495,0.021257006568883383,,,,,,,,,,
"0x56c246b01fbd17695a8579e8b3f0e4f7a1e9ccfc",21704.928627799574,0.02089905186496235,,,,,,,,,,
"0x0b411e641a36be7a99f9a86c2fbb8eec3ee560f3",21684.314212438512,0.020879202836974996,,,,,,,,,,
"0x197f8a140cac23d8f01132018d549bae07536249",21470.445293723726,0.020673274602831943,,,,,,,,,,
"0x1e39cc29009ed4760c186d8771295c1e224882d4",21154.37907259107,0.020368943523864296,,,,,,,,,,
"0x5ffd23b1b0350debb17a2cb668929ac5f76d0e18",20807.208270205967,0.02003466273771354,,,,,,,,,,
"0x9d63038e7f74bc089eb38e61be8da937918900d6",20794.257279096306,0.020022192600651825,,,,,,,,,,
"0x2345f4e0cdf00d427d773413dd4617d0156c29a9",20209.184025906336,0.019458842383155206,,,,,,,,,,
"0x00409fc839a2ec2e6d12305423d37cd011279c09",20031.517422836954,0.01928777231810726,0.9803921568627451,,,,,,,,,
"0xf7fdd35f0c55cfea37e47ad1a7a9c2b7ee0d016d",20000.69131281,0.019258090742862492,,,,,,,,,,
"0x6febe9978e126d3cd18665c1d0f2378c95463c03",20000,0.019257425097629614,,,,,,,,,,
"0x3f11753c51a8acc79b78b729d477948b4b880da1",19064.785517281627,0.018356933955071236,,,,,,,,,,
"0xf3f527b70af6012f328d3ede7fcd3f5f3ca6cba2",18388.97861871482,0.017706218918590658,,,,,,,,,,
"0xbf861d09615543c419c749ea8cbeb720e3b3e3ad",18071.9519950674,0.017400963095648425,,,,,,,,,,
"0xbec643bd5b7f5e9190617ca4187ef0455950c51c",17959.551556646922,0.01729273594445727,,,,,,,,,,
"0xbe7019f8333b0b3cfc707ac353ebc2123140134c",17643.51242124745,0.016988430945563526,,,,,,,,,,
"0x3b128c6c1207d72092a8b3f6d651dfe54682a404",17395.371122420896,0.01674950282177448,,,,,,,,,,
"0xe62e462f310723818196c0e551b747bfa5645624",17203.222179153323,0.01656448812764628,,,,,,,,,,
"0x025376e7e7f161a198fb5fc90a220a553836d11a",17108.86265606904,0.016473632055244096,,,,,,,,,,
"0x0dfc45e84747c1f2810af77edb65a1a67bd8860a",16638.55202983516,0.016020783472378185,,,,,,,,,,
"0x38e77e487518851f47e8470433d69f3119304d7c",16535.33108595357,0.015921394992612872,,,,,,,,,,
"0xb55084e4d57b2bd94647aa649b9cefee07d32636",16304.934253103109,0.015699552505045428,,,,,,,,,,
"0x19046ee4e8e784e53189736588df138336ab8776",16150.345118174071,0.015550703070705264,,,,,,,,,,
"0xe9b31f8daab3d2855cba7327a4a94b2fcbd594c1",15914.439903486444,0.015323556720605902,,,,,,,,,,
"0x493c0be3ddddb2217a06a631d1392dcd09b4d89e",15603.264502937169,0.015023934872190775,,,,,,,,,,
"0xdbe17ce4f29598d399f4a0e948861506eee90cd2",15421.61565563402,0.014849030418640215,,,,,,,,,,
"0xcb963bcb4a3f52748f83f6e4d6e7f1461e69fc63",15388.38568087438,0.014817034231143724,,,,,,,,,,
"0x8659d0bb123da6d16d9394c7838ba286c2207d0e",15312.20394563125,0.01474368102813112,,,,,,,,,,
"0x66946def4ba6153c500d743b7a5febfc1654d6bd",15302.887867820125,0.014734710844598549,,,,,,,25,,,
"0x63a0b8f80150e93aa68e90327acbc2c0bc46cfda",15010.255579763229,0.014452943626178369,,,,,,,,,,
"0x1bb76fa4d8075ba041da9e7b99dd319df1ee8243",15009.749745712154,0.014452456573110846,,,,,,,,,,
"0x4cf100cce352029e726185980e4611de835d6c7b",14996.698333984692,0.014439889743922851,,,,,,,,,,
"0x519e9aa581e8a00cf4aa51ffc85b5e2bd2beca75",14906.89000000002,0.014353415880680214,,,,,,,,,,
"0x627b01aa037b19483297fd69b219e790d3598249",14824,0.014273603482363069,,,,,,,,,,
"0xe3438e31702fa8d72a83e7ea89fdf92649196862",14763.223706646588,0.014215083736514823,,,,,,,,,,
"0x265c328bf0cad7f6fcddd375a4c02754963e3a2e",14534.513617796476,0.013994865366259664,,,,,,,,,,
"0xdc7aa225964267c7e0efb35f4931426209e90312",14331.375243384016,0.013799269264774552,,,,,,,,,,
"0x9c8984a1b26ea82ffcc7a4ef058b303a85b7fa25",14145.71756758302,0.01362050482549767,,,,,,,,,,
"0xf75811d9dbd2fd16c3b9efc8c7490455ed2f6aa1",13843.63460078,0.013329637820173724,,,,,,,,,,
"0x77be616e71c9fa8579a14fa1e6af81cb44d7d886",13786.255302920701,0.013274388943639723,,,,,,,,,,
"0xa9541512829cafd85b284dfa8792921a35956d58",13646.321762937143,0.013139650960395747,,,,,,,,,,
"0x767a60f295aedd958932088f9cd6a4951d8739b6",13421.158986648712,0.012922848195438307,,,,,,,,,,
"0xefbc53e0afdc9f649bc1ab692461df57e70a560f",13018.666929200552,0.012535300163003367,,,,,,,,,,
"0xaf7fc773b91230d9f9e4d9ecbc32b67f011063cb",13000.268399967474,0.012517584748072741,,,,,,,,,,
"0x09da2d53c9d7e569e428b7f4a5c82c7cd855a7d4",12663.636596080189,0.012193451660630775,,,,,,,,,,
"0x5347714a92f418b5ce26348b793ebeb5f32d5cd9",12623.416835118041,0.012154725208922117,,,,,,,,,,
"0xccc4e8ad313df8150211b1b934725345924ab81d",12232.125686879963,0.011777962209994103,,,,,,,,,,
"0xc540eb6c7b3e44ef8a45db3ad8618404baed88f6",12097.568758720232,0.011648401211723947,,,,,,,,,,
"0xdf4be75f9c675ef83357b18d2dd8d0d69cb1e91c",11928.735297470144,0.01148583632502409,,,,,,,,,,
"0x87feed6162cb7dfe6b62f64366742349bf4d1b05",11898.594872227692,0.01145681497594823,,,,,,,,,,
"0xd0c417aab37c6b3acf93da6036bfe29963c5b3d9",11839.42167622296,0.011399838806455806,,,,,,,,,,
"0xf70ef4fc0fecea687083f66ea835932bfde82282",11783.244093000078,0.01134574702640178,,,,,,,,,,
"0x633473e33a71c4737c426db9b07b61556e8b0045",11680.114019958683,0.011246446043556393,,,,,,,,,,
"0x7db6c77175ea8961b9d52925575422ed3e10d410",11613.996029476144,0.011182782931090228,,,,,,,,,,
"0xfb40932271fc9db9dbf048e80697e2da4aa57250",11596.950453936433,0.01116637023638013,,,,,,,,,,
"0x5cc68dca686990e38659cfdad720278b674ced5f",11550.198686783991,0.011121354303674131,,,,,,,,,,
"0xcee10da6b44b83b8f336faf006fe44612885b905",11491.800044232023,0.011065123929436742,,,,,,,,,,
"0x75428842ebc4f94fdc4af18533265c4a57102d34",11162.90725189778,0.010748442513760396,,,,,,,,,,
"0x34b9422884969b3eeba798723429697053271c8a",11160.73540213594,0.010746351302054799,,,,,,,,,,
"0x1dd174bf2e090d0f1b1360ac8905780429b2642b",11144.654207034155,0.01073086718154715,,,,,,,,,,
